symbol_id_A,unique_protein_id_A,species_A,interactor_B,species_B,cell_line,hour,study,interaction_type
NDUFS2,O75306,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NDUFS3,O75489,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NDUFV2,P19404,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NDUFV3,P56181,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DRG1,Q9Y295,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NME4,O00746,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NPAT,Q14207,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATP2A2,P16615,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OAT,P04181,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OGDH,Q02218,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OPA1,O60313,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATP5F1A,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OXA1L,Q15070,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ALDH7A1,P49419,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PNPLA8,Q9NP80,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATP5F1B,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AK3,Q9UIJ7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PCCB,P05166,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATP5F1C,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PCK2,Q16822,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS2,Q9Y399,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TACO1,Q9BSH4,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPL37,Q9BZE1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS17,Q9Y2R5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDE8A,O60658,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ARMCX3,Q9UH62,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDHA1,P08559,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDHB,P11177,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPL48,Q96GC5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS23,Q9Y3D9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CDK5RAP1,Q96SZ6,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDK3,Q15120,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
COQ3,Q9NZJ6,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PFAS,O15067,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PHB,P35232,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POLG,P54098,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POLR2C,P19387,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GDAP1,Q8TB36,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POLRMT,O00411,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PON2,Q15165,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRMT10C,Q7L0Y3,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
OCIAD1,Q9NX40,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PPM1B,O75688,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MARCHF2,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRMT61B,Q9BVS5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
C17orf80,Q9BSJ5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PTCD3,Q96EY7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PDPR,Q8NCN5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DARS2,Q6PI48,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRM3,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
APPL2,Q8NEU8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EXD2,Q9NVH0,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UBA6,A0AVT1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RHOT1,Q8IXI2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DHTKD1,Q96HY7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
FOXRED1,Q96CU9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MFN1,Q8IWA4,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DNAJC11,Q9NVH1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CDK5RAP2,Q96SN8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PRKAR2A,P13861,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PRR11,Q96HE9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CISD1,Q9NZ45,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MTFR1L,Q9H019,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS22,P82650,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MFF,Q9GZY8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TOMM22,Q9NS69,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SDHAF3,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PSMC1,P62191,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RARS2,Q5T160,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
VARS2,Q5ST30,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NLN,Q9BYT8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AARS2,Q5JTZ9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MAVS,Q7Z434,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CALCOCO1,Q9P1Z2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PTPN1,P18031,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PYCR1,P32322,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ALDH18A1,P54886,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
EPRS1,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RBBP4,Q09028,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RBBP7,Q16576,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
BCKDHA,P12694,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS35,P82673,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
FASTKD5,Q7L8L6,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ELAC2,Q9BQ52,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
BCS1L,Q9Y276,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RRM1,P23921,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SDHA,P31040,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SDHB,P21912,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MCCC2,Q9HCC0,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TFB2M,Q9H5Q4,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SHMT2,P34897,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATPAF1,Q5TC12,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SPATA20,Q8TB22,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LPIN3,Q9BQK8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NT5DC2,Q9H857,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS24,Q96EL2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS9,P82933,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS5,P82675,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPL44,Q9H9J2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
FUNDC2,Q9BWH2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRAK2,O60296,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SUPV3L1,Q8IYB8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
C1QBP,Q07021,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TTC4,O95801,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TUFM,P49411,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UBA1,P22314,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UCHL1,P09936,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UQCRC2,P22695,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
UQCRFS1,P47985,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CAD,P27708,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NDUFAF5,Q5TEU4,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CARS2,Q9HA77,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPL24,Q96A35,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TEFM,Q96QE5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
COQ8B,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRMT2B,Q96GJ1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MYO19,Q96H55,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HKDC1,Q2TB90,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ACSF2,Q96CM8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TRABD,Q9H4I3,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PUS1,Q9Y606,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ACAD10,Q6JQN1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AKAP1,Q92667,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
USP11,P51784,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SMC1A,Q14683,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CAPN2,P17655,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ARMC10,Q8N2F6,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
POLR1B,Q9H9Y6,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HSDL2,Q6YN16,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NOA1,Q8NC60,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPL45,Q9BRJ2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MCM8,Q9UJA3,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
HINT2,Q9BX68,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
USP30,Q70CQ3,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ATAD1,Q8NBU5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GFM1,Q96RP9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
YARS1,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
GTPBP10,A4D1E9,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
ASMTL,O95671,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PNPT1,Q8TCS8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RAB11A,P62491,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SUCLG2,Q96I99,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
SUCLA2,Q9P2R7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
CPNE1,Q99829,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
RHOT2,Q8IXI1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AIP,O00170,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LYRM7,Q5U5X0,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DNAJA3,Q96EY1,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DPP9,Q86TI2,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
AIFM1,O95831,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NDUFAF2,Q8N183,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MRPS36,P82909,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TBRG4,Q969Z0,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
DHRS3,O75911,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
TIMM50,Q3ZCQ8,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MGME1,Q9BQP7,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
LONP1,P36776,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
PMPCB,O75439,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NPEPPS,P55786,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
MTRF1,O75570,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
NUP155,O75694,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,Samavarchi-Tehrani P (2020),Protein Protein
